Water Control Zone,River,Dates,Dissolved Oxygen (%saturation),Dissolved Oxygen (mg/L),pH,Turbidity (NTU),Water Temperature (°C)
Victoria Harbour,Sam Dip Tam Stream,9/4/1998,93,7.4,7.9,6,27.5
Victoria Harbour,Sam Dip Tam Stream,10/12/1998,101,7.7,7.8,51.5,27.6
Victoria Harbour,Sam Dip Tam Stream,11/5/1998,103,8.7,7.8,4,23.8
Victoria Harbour,Sam Dip Tam Stream,12/7/1998,93,8.3,7.9,6.2,20.4
Victoria Harbour,Sam Dip Tam Stream,1/7/1998,94,8.7,7.6,42,19.5
Victoria Harbour,Sam Dip Tam Stream,2/6/1998,90,9.5,7.7,49,13.9
Victoria Harbour,Sam Dip Tam Stream,3/5/1998,90,8,7.6,28,21
Victoria Harbour,Sam Dip Tam Stream,4/16/1998,70,5.8,7.6,43,24.3
Victoria Harbour,Sam Dip Tam Stream,5/6/1998,91,7.3,7.6,9,26.4
Victoria Harbour,Sam Dip Tam Stream,6/5/1998,86,6.8,7.6,36,26.4
Victoria Harbour,Sam Dip Tam Stream,7/8/1998,97,7.6,7.7,9,28.1
Victoria Harbour,Sam Dip Tam Stream,8/6/1998,75,7.7,7.4,99,27.5
Victoria Harbour,Sam Dip Tam Stream,9/4/1998,97,7.7,10.4,7,27.7
Victoria Harbour,Sam Dip Tam Stream,10/12/1998,101,7.8,7.8,64.6,27.6
Victoria Harbour,Sam Dip Tam Stream,11/5/1998,99,8.4,7.6,2,23.9
Victoria Harbour,Sam Dip Tam Stream,12/7/1998,103,8.7,7.7,6.5,21.4
Deep Bay,Yuen Long Creek,1/2/1998,34,3,7.1,29,21.8
Deep Bay,Yuen Long Creek,2/4/1998,33,3.4,7.5,31,15.8
Deep Bay,Yuen Long Creek,3/2/1998,53,5,7.6,17,19.1
Deep Bay,Yuen Long Creek,4/2/1998,57,4.2,7.6,136,27.2
Deep Bay,Yuen Long Creek,5/1/1998,79,6.2,7.4,28,27.8
Deep Bay,Yuen Long Creek,6/1/1998,148,11.2,7.8,7,28.5
Deep Bay,Yuen Long Creek,7/10/1998,74,5.7,7.3,10,28.8
Deep Bay,Yuen Long Creek,8/3/1998,50,3.6,7.4,16,32.5
Deep Bay,Yuen Long Creek,9/2/1998,67,5.3,7.2,17.2,27.6
Deep Bay,Yuen Long Creek,10/7/1998,59,4.2,7.7,27,30.8
Deep Bay,Yuen Long Creek,11/2/1998,7,0.7,8.2,665,24.6
Deep Bay,Yuen Long Creek,12/2/1998,67,6.1,7.4,75.7,25.8
Deep Bay,Yuen Long Creek,1/2/1998,21,1.8,7.4,26,22
Deep Bay,Yuen Long Creek,2/4/1998,37,3.7,7.5,19,15.7
Deep Bay,Yuen Long Creek,3/2/1998,33,3.1,7.4,10,19.5
Deep Bay,Yuen Long Creek,4/2/1998,50,4.2,7.6,41,27.8
Deep Bay,Yuen Long Creek,5/1/1998,68,5.3,7.6,22,28.6
Deep Bay,Yuen Long Creek,6/1/1998,65,5.1,7.4,10,27.7
Deep Bay,Yuen Long Creek,7/10/1998,95,7.1,7.3,12,30.4
Deep Bay,Yuen Long Creek,8/3/1998,78,5.4,7.8,12,35.3
Deep Bay,Yuen Long Creek,9/2/1998,78,6.1,7,8,27.8
Deep Bay,Yuen Long Creek,10/7/1998,64,4.8,7.5,25,29.2
Deep Bay,Yuen Long Creek,11/2/1998,87,7.2,7.9,6.7,25.3
Deep Bay,Yuen Long Creek,12/2/1998,70,6.4,7.6,54.9,25.7
Deep Bay,Yuen Long Creek,1/2/1998,23,2,7.2,48,21.8
Deep Bay,Yuen Long Creek,2/4/1998,23,2.3,7.6,71,16
Deep Bay,Yuen Long Creek,3/2/1998,24,2.3,7.5,61,18.8
Deep Bay,Yuen Long Creek,4/2/1998,39,3.1,7.5,138,25.6
Deep Bay,Yuen Long Creek,5/1/1998,24,1.9,7.4,76,27.9
Deep Bay,Yuen Long Creek,6/1/1998,37,2.9,7.3,31,28.3
Deep Bay,Yuen Long Creek,7/10/1998,42,3.1,7.4,18,30.5
Deep Bay,Yuen Long Creek,8/3/1998,17,1.2,7.6,33,32.5
Deep Bay,Yuen Long Creek,9/2/1998,55,4.3,7.5,23,27.7
Deep Bay,Yuen Long Creek,10/7/1998,33,2.8,7.6,104,29.4
Deep Bay,Yuen Long Creek,11/2/1998,40,3.3,7.6,32,24.4
Deep Bay,Yuen Long Creek,12/2/1998,39,3.5,7.6,51.7,24.9
Deep Bay,Yuen Long Creek,1/2/1998,29,2.6,7.1,73,21
Deep Bay,Yuen Long Creek,2/4/1998,32,3.2,7.5,20,16.1
Deep Bay,Yuen Long Creek,3/2/1998,22,2.1,7.4,31,18.3
Deep Bay,Yuen Long Creek,4/2/1998,53,4.3,7.2,105,24.4
Deep Bay,Yuen Long Creek,5/1/1998,39,3.1,7.3,39,26.8
Deep Bay,Yuen Long Creek,6/1/1998,25,2,7.2,24,27.7
Deep Bay,Yuen Long Creek,7/10/1998,23,1.7,7.5,37,30.5
Deep Bay,Yuen Long Creek,8/3/1998,17,1.2,7.3,20,32.4
Deep Bay,Yuen Long Creek,9/2/1998,47,3.8,7.3,75,28.2
Deep Bay,Yuen Long Creek,10/7/1998,55,4.5,7.3,73,29.2
Deep Bay,Yuen Long Creek,11/2/1998,30,2.5,7.3,23,24.5
Deep Bay,Yuen Long Creek,12/2/1998,74,4.7,7.3,37.1,24.8
Western Buffer,Pai Min Kok Stream,1/8/1999,101,10.2,8,79,14.4
Western Buffer,Pai Min Kok Stream,2/4/1999,92,9.7,9,6,13.6
Western Buffer,Pai Min Kok Stream,3/4/1999,19,1.7,7.7,4,21.7
Western Buffer,Pai Min Kok Stream,4/14/1999,73,5.9,7.6,8,22.7
Western Buffer,Pai Min Kok Stream,5/7/1999,83,6.9,7.2,9.6,21.5
Western Buffer,Pai Min Kok Stream,6/4/1999,105,8.5,7.9,135,27
Western Buffer,Pai Min Kok Stream,7/26/1999,91,7.1,7.7,3.5,27.5
Western Buffer,Pai Min Kok Stream,8/6/1999,80,6.1,7.6,6.4,28.3
Western Buffer,Pai Min Kok Stream,9/1/1999,97,7.7,7.8,9.3,27.9
Western Buffer,Pai Min Kok Stream,10/8/1999,124,10.2,7.5,6.3,24.3
Western Buffer,Pai Min Kok Stream,11/5/1999,96,8.1,7.5,3.9,23.4
Western Buffer,Pai Min Kok Stream,12/6/1999,87,8.8,7.6,4.3,14.9
Western Buffer,Pai Min Kok Stream,1/8/1999,112,11,7.9,2.6,16
Western Buffer,Pai Min Kok Stream,2/4/1999,79,8.3,8.1,4,13.7
Western Buffer,Pai Min Kok Stream,3/4/1999,76,6.8,7.8,2,21.4
Western Buffer,Pai Min Kok Stream,5/7/1999,120,10.8,7.7,1.5,20.9
Western Buffer,Pai Min Kok Stream,7/26/1999,118,8.4,8.6,5.8,27.2
Western Buffer,Pai Min Kok Stream,8/6/1999,106,8.3,8.1,5,28.2
Western Buffer,Pai Min Kok Stream,9/1/1999,103,8.1,7.9,7.4,27.3
Western Buffer,Pai Min Kok Stream,10/8/1999,126,10.5,7.8,7.2,24.5
Western Buffer,Pai Min Kok Stream,11/5/1999,109,9.2,8.4,3.9,23.4
Western Buffer,Pai Min Kok Stream,12/6/1999,102,10.1,8.1,3.2,15.6
Deep Bay,Ha Pak Nai Stream,1/22/1999,104,10.1,7.5,4,17.4
Deep Bay,Ha Pak Nai Stream,2/5/1999,107,10.7,7.7,4,16.1
Deep Bay,Ha Pak Nai Stream,3/8/1999,110,9.7,8.1,6,21.5
Deep Bay,Ha Pak Nai Stream,4/15/1999,113,8.9,7,7,27.9
Deep Bay,Ha Pak Nai Stream,5/10/1999,102,8.6,7.1,9,23.7
Deep Bay,Ha Pak Nai Stream,6/24/1999,126,9.6,6.6,26,29.1
Deep Bay,Ha Pak Nai Stream,7/12/1999,75,5.7,7,15.6,29.9
Deep Bay,Ha Pak Nai Stream,8/9/1999,119,9.3,7.1,46.9,28.6
Deep Bay,Ha Pak Nai Stream,9/9/1999,99,7.8,7.6,5.1,27.2
Deep Bay,Ha Pak Nai Stream,10/11/1999,100,7.9,7.1,6.7,27.4
Deep Bay,Ha Pak Nai Stream,11/22/1999,100,8.7,7.4,13.7,22.3
Deep Bay,Ha Pak Nai Stream,12/8/1999,107,10.4,7.5,10.3,16.7
Deep Bay,Tai Shui Hang Stream,1/22/1999,102,9.8,7.4,2,17.6
Deep Bay,Tai Shui Hang Stream,2/5/1999,103,10.5,7.5,2,15
Deep Bay,Tai Shui Hang Stream,3/8/1999,89,7.6,7.5,3,23
Deep Bay,Tai Shui Hang Stream,4/15/1999,99,7.5,7.1,9,29.9
Deep Bay,Tai Shui Hang Stream,5/10/1999,93,8.1,7,6,23.1
Deep Bay,Tai Shui Hang Stream,6/24/1999,119,9.4,6.7,37,29.2
Deep Bay,Tai Shui Hang Stream,7/12/1999,65,4.9,7,16,30.6
Deep Bay,Tai Shui Hang Stream,8/9/1999,112,8.8,6.9,131,28.6
Deep Bay,Tai Shui Hang Stream,9/9/1999,100,7.9,7.4,5.1,27.7
Deep Bay,Tai Shui Hang Stream,10/11/1999,99,7.8,6.8,9.8,27.5
Deep Bay,Tai Shui Hang Stream,11/22/1999,91,7.9,6.9,6.3,22.2
Deep Bay,Tai Shui Hang Stream,12/8/1999,99,9.6,6.8,10.1,17
Deep Bay,Pak Nai Stream,1/22/1999,104,9.7,6.9,2,19
Deep Bay,Pak Nai Stream,2/5/1999,104,10,7,2,18.1
Deep Bay,Pak Nai Stream,3/8/1999,96,8.2,7.3,3,22.5
Deep Bay,Pak Nai Stream,4/15/1999,102,7.9,7.5,21,28.9
Deep Bay,Pak Nai Stream,5/10/1999,93,7.8,7.3,4,24.1
Deep Bay,Pak Nai Stream,6/24/1999,114,8.9,6.6,19,29.7
Deep Bay,Pak Nai Stream,7/12/1999,66,5,7.1,10,29.6
Deep Bay,Pak Nai Stream,8/9/1999,112,8.7,7.2,108.6,28.5
Deep Bay,Pak Nai Stream,9/9/1999,106,8.4,7.3,27.8,27.2
Deep Bay,Pak Nai Stream,10/11/1999,103,8.1,6.7,8.1,27.8
Deep Bay,Pak Nai Stream,11/22/1999,99,8.6,7.4,3.7,22.8
Deep Bay,Pak Nai Stream,12/8/1999,103,9.7,7.1,19.5,18
Deep Bay,Sheung Pak Nai Stream,1/22/1999,100,9.4,7.4,2,18.4
Deep Bay,Sheung Pak Nai Stream,2/5/1999,101,9.9,7.6,2,16.8
Deep Bay,Sheung Pak Nai Stream,3/8/1999,100,8.8,8.3,7,21.6
Deep Bay,Sheung Pak Nai Stream,4/15/1999,90,8,7.9,6,26
Deep Bay,Sheung Pak Nai Stream,5/10/1999,102,8.6,7.4,7,24.5
Deep Bay,Sheung Pak Nai Stream,6/24/1999,121,9.3,7,19,30.2
Deep Bay,Sheung Pak Nai Stream,7/12/1999,76,5.8,7.5,18,29.7
Deep Bay,Sheung Pak Nai Stream,8/9/1999,118,9.1,7.3,82,29.3
Deep Bay,Sheung Pak Nai Stream,9/9/1999,100,7.9,7.6,29.1,27.3
Deep Bay,Sheung Pak Nai Stream,10/11/1999,98,7.5,7,14.8,28.8
Deep Bay,Sheung Pak Nai Stream,11/22/1999,96,8.2,7.7,7.3,23.6
Deep Bay,Sheung Pak Nai Stream,12/8/1999,100,9.7,7.3,170.1,16.8
Deep Bay,Ngau Hom Sha Stream,1/22/1999,91,8.4,6.9,2,19.3
Deep Bay,Ngau Hom Sha Stream,2/5/1999,153,11.3,7.7,16,19.7
Deep Bay,Ngau Hom Sha Stream,3/8/1999,119,10.1,7.5,5,23
Deep Bay,Ngau Hom Sha Stream,4/15/1999,151,11.5,8.2,7,29
Deep Bay,Ngau Hom Sha Stream,5/10/1999,98,8.2,7.3,8,24.3
Deep Bay,Ngau Hom Sha Stream,6/24/1999,132,10,7.2,37,29.8
Deep Bay,Ngau Hom Sha Stream,7/12/1999,76,5.8,7.3,43,27.9
Deep Bay,Ngau Hom Sha Stream,8/9/1999,119,9.4,7.4,216.2,28
Deep Bay,Ngau Hom Sha Stream,9/9/1999,98,7.9,6.9,29.6,26.2
Deep Bay,Ngau Hom Sha Stream,10/11/1999,94,7.4,7,561.4,28.1
Deep Bay,Ngau Hom Sha Stream,11/22/1999,93,7.9,7.3,4.7,23.6
Deep Bay,Ngau Hom Sha Stream,12/8/1999,103,9.6,7.2,5.9,18.6
Deep Bay,Fairview Park Nullah,1/4/1999,78,6,7.1,3.6,21.2
Deep Bay,Fairview Park Nullah,2/1/1999,13,1.1,7.3,21,23.5
Deep Bay,Fairview Park Nullah,3/1/1999,33,2.7,7.5,20,23
Deep Bay,Fairview Park Nullah,4/8/1999,69,5.7,7.7,16,24.4
Deep Bay,Fairview Park Nullah,5/3/1999,43,4.1,6.9,2,25.4
Deep Bay,Fairview Park Nullah,6/2/1999,114,8.3,7.7,92.6,31.7
Deep Bay,Fairview Park Nullah,7/5/1999,107,7.9,7.8,31.2,31.5
Deep Bay,Fairview Park Nullah,8/2/1999,179,12.6,8.3,18,33.6
Deep Bay,Fairview Park Nullah,9/6/1999,41,3.3,7.7,11.5,30
Deep Bay,Fairview Park Nullah,10/4/1999,45,3.9,7.1,71.9,26.7
Deep Bay,Fairview Park Nullah,11/15/1999,39,3.2,7.4,47.5,26.3
Deep Bay,Fairview Park Nullah,12/1/1999,40,3.4,7.3,462.6,21.3
Deep Bay,River Ganges,1/13/1999,9,1,7.6,51,13.4
Deep Bay,River Ganges,2/8/1999,14,1.3,7.5,80,19.4
Deep Bay,River Ganges,3/10/1999,4,0.3,7.7,54,22
Deep Bay,River Ganges,4/16/1999,26,2.1,7.5,42,27.7
Deep Bay,River Ganges,5/12/1999,27,2.2,7.3,105,27.4
Deep Bay,River Ganges,6/10/1999,99,7.5,7.1,63,29.7
Deep Bay,River Ganges,7/14/1999,29,2,7.4,32,34.5
Deep Bay,River Ganges,8/27/1999,69,5.3,7.3,112.5,28.6
Deep Bay,River Ganges,9/8/1999,68,5.4,7.6,95.1,29.4
Deep Bay,River Ganges,10/25/1999,48,3.6,7.4,71.5,29.5
Deep Bay,River Ganges,11/10/1999,21,1.6,7.4,44.4,27
Deep Bay,River Ganges,12/9/1999,20,1.8,7.8,58.1,19.2
Deep Bay,River Ganges,1/13/1999,11,1.1,7.2,50,15.1
Deep Bay,River Ganges,2/8/1999,16,1.4,7.2,44,22.4
Deep Bay,River Ganges,3/10/1999,6,0.6,7.3,49,23.8
Deep Bay,River Ganges,4/16/1999,6,0.4,7.1,52,28.3
Deep Bay,River Ganges,5/12/1999,35,2.7,6.8,25,29.2
Deep Bay,River Ganges,6/10/1999,78,5.8,6.9,25,30.7
Deep Bay,River Ganges,7/14/1999,31,2.2,7.4,33,34.4
Deep Bay,River Ganges,8/27/1999,68,5.3,7.3,11.3,28.6
Deep Bay,River Ganges,9/8/1999,34,2.6,7.3,36.3,29.6
Deep Bay,River Ganges,10/25/1999,47,3.6,7,30,28.8
Deep Bay,River Ganges,11/10/1999,50,4,7,57.8,27.3
Deep Bay,River Ganges,12/9/1999,31,2.9,7.2,26.7,19.3
Deep Bay,River Ganges,1/13/1999,87,8.9,7.4,30,15.1
Deep Bay,River Ganges,2/8/1999,79,7.2,7.3,8,20.7
Deep Bay,River Ganges,3/10/1999,69,5.9,7.5,10,23
Deep Bay,River Ganges,4/16/1999,82,6.7,6.8,11,25.4
Deep Bay,River Ganges,5/12/1999,90,6.9,7,1,26.7
Deep Bay,River Ganges,6/10/1999,142,10.9,7.4,28,29
Deep Bay,River Ganges,7/14/1999,109,8.2,7.3,4.7,30.8
Deep Bay,River Ganges,8/27/1999,107,8.5,7.4,28.7,27.8
Deep Bay,River Ganges,9/8/1999,93,7.2,7.3,455,28.4
Deep Bay,River Ganges,10/25/1999,96,7.8,7.2,14.7,25.9
Deep Bay,River Ganges,11/10/1999,108,9,7.5,10.8,25.6
Deep Bay,River Ganges,12/9/1999,88,8.3,7.2,15.1,17.9
Deep Bay,River Indus,1/13/1999,38,3.9,7.3,40,15.4
Deep Bay,River Indus,2/8/1999,59,5.3,7.3,40,20.7
Deep Bay,River Indus,3/10/1999,46,3.9,7.4,27,23.7
Deep Bay,River Indus,4/16/1999,18,1.4,7.3,41,25.8
Deep Bay,River Indus,5/12/1999,59,5,7.2,4,24.9
Deep Bay,River Indus,6/10/1999,87,6.8,7.2,144,28.3
Deep Bay,River Indus,7/14/1999,48,3.6,7.1,38,30.5
Deep Bay,River Indus,8/27/1999,90,7.1,7.2,52.2,27.5
Deep Bay,River Indus,9/8/1999,63,4.7,7.4,47.3,29.8
Deep Bay,River Indus,10/25/1999,63,5,7.2,100.2,26.5
Deep Bay,River Indus,11/10/1999,85,7.1,7.3,36.1,24.5
Deep Bay,River Indus,12/9/1999,68,6.3,7.4,67.5,19.2
Deep Bay,River Indus,1/13/1999,22,2.2,7.4,17,14.8
Deep Bay,River Indus,2/8/1999,12,1.1,7.3,6,19.5
Deep Bay,River Indus,3/10/1999,9,0.8,7.3,8,22.2
Deep Bay,River Indus,4/16/1999,136,11.1,7.1,10,26
Deep Bay,River Indus,5/12/1999,42,3.4,7.1,7,26.7
Deep Bay,River Indus,6/10/1999,106,7.9,7.1,66,30.3
Deep Bay,River Indus,7/14/1999,91,6.5,7.2,8,33.3
Deep Bay,River Indus,8/27/1999,98,7.7,7.2,14.1,27.4
Deep Bay,River Indus,9/8/1999,89,6.6,7.5,13.6,32.3
Deep Bay,River Indus,10/25/1999,47,3.6,6.9,13.7,28.2
Deep Bay,River Indus,11/10/1999,71,5.8,7.2,12.2,25.4
Deep Bay,River Indus,12/9/1999,22,2.1,7,18.1,18.4
Deep Bay,River Indus,1/13/1999,94,9.6,7.4,13,15
Deep Bay,River Indus,2/8/1999,117,10.7,7.6,35,19.7
Deep Bay,River Indus,3/10/1999,105,8.9,7.5,34,23.1
Deep Bay,River Indus,4/16/1999,80,6.4,7.5,514,27.1
Deep Bay,River Indus,5/12/1999,91,7.4,7.2,567,26.9
Deep Bay,River Indus,6/10/1999,114,8.6,7.2,30.9,30
Deep Bay,River Indus,7/14/1999,114,8.3,7.5,47,32.3
Deep Bay,River Indus,8/27/1999,101,8.1,7.6,8.5,27.1
Deep Bay,River Indus,9/8/1999,101,7.8,7.7,26.5,29.7
Deep Bay,River Indus,10/25/1999,99,7.7,7.8,314.2,27.9
Deep Bay,River Indus,11/10/1999,123,9.9,8.8,46.4,26.3
Deep Bay,River Indus,12/9/1999,100,9,7.5,51,20.2
Junk Bay,Tseng Lan Shue Stream,1/7/1999,81,7.8,7.3,1,16.9
Junk Bay,Tseng Lan Shue Stream,2/3/1999,98,10.2,7.8,1,14.1
Junk Bay,Tseng Lan Shue Stream,3/5/1999,89,7.9,7.7,1,20.6
Junk Bay,Tseng Lan Shue Stream,4/29/1999,113,10.5,7.8,13,19.9
Junk Bay,Tseng Lan Shue Stream,5/28/1999,94,8.2,7.7,14.8,22.2
Junk Bay,Tseng Lan Shue Stream,6/11/1999,96,7.6,7.2,1,27.4
Junk Bay,Tseng Lan Shue Stream,7/16/1999,145,11.4,7.4,5.2,25.3
Junk Bay,Tseng Lan Shue Stream,8/4/1999,101,8.4,7.4,38.4,24.7
Junk Bay,Tseng Lan Shue Stream,9/3/1999,110,9.2,7.7,2.1,24.6
Junk Bay,Tseng Lan Shue Stream,10/7/1999,119,9.9,7.6,3.7,23.1
Junk Bay,Tseng Lan Shue Stream,11/4/1999,105,9.5,8,2.8,20.1
Junk Bay,Tseng Lan Shue Stream,12/3/1999,104,10,7.8,1.4,17.5
Junk Bay,Tseng Lan Shue Stream,1/7/1999,60,5.7,7.3,8,17.6
Junk Bay,Tseng Lan Shue Stream,2/3/1999,48,4.9,7.6,9,15.3
Junk Bay,Tseng Lan Shue Stream,3/5/1999,39,3.3,7.7,13,23.2
Junk Bay,Tseng Lan Shue Stream,4/29/1999,111,11.1,7.9,39,20.3
Junk Bay,Tseng Lan Shue Stream,5/28/1999,71,6.1,7.4,54.8,22.7
Junk Bay,Tseng Lan Shue Stream,6/11/1999,87,6.7,7.2,7,29.3
Junk Bay,Tseng Lan Shue Stream,7/16/1999,96,7.7,7.2,3.5,28.9
Junk Bay,Tseng Lan Shue Stream,8/4/1999,81,6.5,7.3,11.9,26.3
Junk Bay,Tseng Lan Shue Stream,9/3/1999,96,7.6,7.7,7.4,28.5
Junk Bay,Tseng Lan Shue Stream,10/7/1999,87,7,7,10.1,27.2
Junk Bay,Tseng Lan Shue Stream,11/4/1999,72,6.2,7.3,2.8,22.8
Junk Bay,Tseng Lan Shue Stream,12/3/1999,56,5.3,7.4,8.4,19.4
Junk Bay,Tseng Lan Shue Stream,1/7/1999,74,6.6,7.5,9,20
Junk Bay,Tseng Lan Shue Stream,2/3/1999,74,7,7.8,14,18.4
Junk Bay,Tseng Lan Shue Stream,3/5/1999,64,5.2,7.8,22,25.4
Junk Bay,Tseng Lan Shue Stream,4/29/1999,102,9,7.9,51,21.4
Junk Bay,Tseng Lan Shue Stream,5/28/1999,69,5.8,7.6,33.6,24.2
Junk Bay,Tseng Lan Shue Stream,6/11/1999,109,8.3,7.4,7.7,29.5
Junk Bay,Tseng Lan Shue Stream,7/16/1999,108,8,7.5,8.9,29.8
Junk Bay,Tseng Lan Shue Stream,8/4/1999,91,7.2,7.6,10.6,27.4
Junk Bay,Tseng Lan Shue Stream,9/3/1999,97,7.4,7.9,5.9,29.6
Junk Bay,Tseng Lan Shue Stream,10/7/1999,86,7.6,7.6,9.8,28.1
Junk Bay,Tseng Lan Shue Stream,11/4/1999,81,6.9,7.6,6.8,24.8
Junk Bay,Tseng Lan Shue Stream,12/3/1999,73,6.5,7.7,8.8,21.8
Victoria Harbour,Kai Tak River,2/25/1999,81,6.5,7.4,2,23.1
Victoria Harbour,Kai Tak River,5/27/1999,61,4.7,7.2,36,26.7
Victoria Harbour,Kai Tak River,8/20/1999,64,4.6,7.2,12.1,30
Victoria Harbour,Kai Tak River,11/19/1999,34,2.7,7.4,35.5,23.8
Victoria Harbour,Kai Tak River,2/25/1999,91,7.4,7.5,5,23.3
Victoria Harbour,Kai Tak River,5/27/1999,76,6.1,7.7,43,26.4
Victoria Harbour,Kai Tak River,8/20/1999,97,6.8,7.1,1.6,30.9
Victoria Harbour,Kai Tak River,11/19/1999,31,2.6,7.6,43.3,24.6
Victoria Harbour,Kai Tak River,2/25/1999,94,7.7,7.5,7,22.9
Victoria Harbour,Kai Tak River,5/27/1999,98,7.7,7.5,54,27.1
Victoria Harbour,Kai Tak River,8/20/1999,111,8.2,7.1,4.4,28.6
Victoria Harbour,Kai Tak River,11/19/1999,47,4.1,7.2,33.1,22.8
Victoria Harbour,Kai Tak River,1/21/1999,95,8,7.4,5,22
Victoria Harbour,Kai Tak River,2/25/1999,99,8.1,7.3,6,23.1
Victoria Harbour,Kai Tak River,3/12/1999,92,7.5,7.6,5,22.7
Victoria Harbour,Kai Tak River,4/28/1999,97,7.7,6.9,5.6,26.3
Victoria Harbour,Kai Tak River,5/27/1999,90,6.9,7.3,18,27.6
Victoria Harbour,Kai Tak River,6/23/1999,85,6.3,7.2,4.3,28
Victoria Harbour,Kai Tak River,7/23/1999,89,5.9,7.2,7,29.6
Victoria Harbour,Kai Tak River,8/20/1999,111,7.9,7.3,2.2,31.4
Victoria Harbour,Kai Tak River,9/29/1999,109,8.3,6.7,5,27.3
Victoria Harbour,Kai Tak River,10/15/1999,101,7.5,7.3,4.3,27.9
Victoria Harbour,Kai Tak River,11/19/1999,35,2.9,7.3,999,25.4
Victoria Harbour,Kai Tak River,12/17/1999,72,6.4,7,33.5,20.5
Victoria Harbour,Kai Tak River,2/25/1999,110,8.9,7.5,6,23.4
Victoria Harbour,Kai Tak River,5/27/1999,97,7.2,7.4,30,27.7
Victoria Harbour,Kai Tak River,8/20/1999,113,7.9,7.4,1.8,31.2
Victoria Harbour,Kai Tak River,11/19/1999,80,6.4,7.8,9,26.3
Victoria Harbour,Kai Tak River,1/21/1999,93,7.8,7.4,4,22.1
Victoria Harbour,Kai Tak River,2/25/1999,93,7.5,7.4,4,23.4
Victoria Harbour,Kai Tak River,3/12/1999,95,7.7,7.6,4,23
Victoria Harbour,Kai Tak River,4/28/1999,97,7.4,7.2,3.1,27.4
Victoria Harbour,Kai Tak River,5/27/1999,102,7.6,7.3,18,27.9
Victoria Harbour,Kai Tak River,6/23/1999,97,7.2,7.3,6,28.4
Victoria Harbour,Kai Tak River,7/23/1999,95,6.3,7.2,1.3,30.1
Victoria Harbour,Kai Tak River,8/20/1999,105,7.4,7.4,2,31.3
Victoria Harbour,Kai Tak River,9/29/1999,108,8,7.2,5.1,28.3
Victoria Harbour,Kai Tak River,10/15/1999,108,7.9,7.3,3.2,29.1
Victoria Harbour,Kai Tak River,11/19/1999,77,6.4,7.9,3.9,24.3
Victoria Harbour,Kai Tak River,12/17/1999,90,7.9,7.7,12.2,21.9
Deep Bay,Kam Tin River,1/4/1999,25,2,7.3,30,17.5
Deep Bay,Kam Tin River,2/1/1999,4,0.3,7.4,34,21
Deep Bay,Kam Tin River,3/1/1999,7,0.6,7.5,39,21.6
Deep Bay,Kam Tin River,4/8/1999,4,0.3,7.4,53,22.1
Deep Bay,Kam Tin River,5/3/1999,23,2.2,7,7,23.1
Deep Bay,Kam Tin River,6/2/1999,21,1.6,7.3,48,28.6
Deep Bay,Kam Tin River,7/5/1999,40,3.2,7.2,44,27.3
Deep Bay,Kam Tin River,8/2/1999,49,3.6,7.4,18,31.2
Deep Bay,Kam Tin River,9/6/1999,28,2.3,7.3,32.9,26.5
Deep Bay,Kam Tin River,10/4/1999,72,6,7.2,61.8,25.1
Deep Bay,Kam Tin River,11/15/1999,67,5.6,7.4,52.9,24.6
Deep Bay,Kam Tin River,12/1/1999,36,3.4,7.4,464.8,18.5
Deep Bay,Kam Tin River,1/4/1999,154,14.4,7.6,24,18
Deep Bay,Kam Tin River,2/1/1999,159,13.6,8.2,38,22.9
Deep Bay,Kam Tin River,3/1/1999,157,13.8,8.2,33,21.9
Deep Bay,Kam Tin River,4/8/1999,75,6.4,7.5,51,23.1
Deep Bay,Kam Tin River,5/3/1999,22,2.2,6.9,18,24.9
Deep Bay,Kam Tin River,6/2/1999,36,2.6,7,75,29
Deep Bay,Kam Tin River,7/5/1999,24,1.9,7.2,38,29
Deep Bay,Kam Tin River,8/2/1999,28,2.1,7,27,30.4
Deep Bay,Kam Tin River,9/6/1999,55,4.6,7.2,30,29
Deep Bay,Kam Tin River,10/4/1999,75,6.3,7,88.1,25.8
Deep Bay,Kam Tin River,11/15/1999,54,4.5,7.5,42.2,24.3
Deep Bay,Kam Tin River,12/1/1999,84,7.8,7.4,465.6,18.5
Victoria Harbour,Kau Wa Keng Stream,1/8/1999,141,13.6,8.4,6.2,16.2
Victoria Harbour,Kau Wa Keng Stream,2/4/1999,123,12.4,8.6,5,15.2
Victoria Harbour,Kau Wa Keng Stream,3/4/1999,152,12.8,8.7,2,22.5
Victoria Harbour,Kau Wa Keng Stream,4/14/1999,92,7.9,7.6,17,22.4
Victoria Harbour,Kau Wa Keng Stream,5/7/1999,145,12.9,7.7,1,20.5
Victoria Harbour,Kau Wa Keng Stream,6/4/1999,123,9.7,7.5,131,26.1
Victoria Harbour,Kau Wa Keng Stream,7/26/1999,101,8.1,7.7,1.8,26.5
Victoria Harbour,Kau Wa Keng Stream,8/6/1999,102,7.9,7.3,1.7,27.9
Victoria Harbour,Kau Wa Keng Stream,9/1/1999,105,8.4,7.3,2.7,26.5
Victoria Harbour,Kau Wa Keng Stream,10/8/1999,129,10.7,7.2,1,24.1
Victoria Harbour,Kau Wa Keng Stream,11/5/1999,110,9.4,7.4,1,22.5
Victoria Harbour,Kau Wa Keng Stream,12/6/1999,101,9.5,7.3,8.4,17.2
